fold,enet_MAE,enet_RMSE,enet_Spearman,gbm_MAE,gbm_RMSE,gbm_Spearman
LOPO_P01,0.4997000590510243,0.5833300171928524,-0.3,0.6444279543717537,0.8404379711922587,-0.49999999999999994
LOPO_P02,0.8404925524794157,0.8952733078614734,0.3768511731740915,0.8195050102966969,0.9125799345703851,0.753702346348183
LOPO_P03,0.40443175364845513,0.49451678275175853,0.7709342531250701,1.0588362117843821,1.2043075890016848,-0.5506673236607643
LOPO_P04,0.9370206440449382,1.0255595064420635,0.7944613465542746,1.3519517657035438,1.453789722442906,0.5296408977028497
LOPO_P05,0.9212397064591119,1.0879134702811255,0.6668859288553503,0.7925317124175113,1.0169942297899484,0.35909242322980395
LOPO_P06,1.3987691327835232,1.5702541399416698,-0.7142857142857143,1.2128440429292235,1.367649943361172,0.3142857142857143
LOPO_P07,1.0534572085822271,1.1300844222419402,0.6172133998483676,0.8934165656773695,0.9443773674825664,0.6172133998483676
LOPO_P08,0.8499175603970951,0.8816727936426075,0.9486832980505137,0.7027004122327879,0.8102928273490044,0.15811388300841897
LOPO_P09,1.1970159870773809,1.271220813158285,0.19999999999999998,1.3204182638507858,1.4361092579010613,0.39999999999999997
